,Time Stamp,CH4 (ppm),C2H6 (ppb),R,C2/C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,Unnamed: 0,win
238,07/02/2020 03:24:40.078,2.0935,-1.156,0.794,0.006,0.156,85.9,10,0.5,1,33.65585327,-86.69395447,P23,23,P23L23,238,
239,07/02/2020 04:01:51.886,2.27468,2.528,0.8759999999999999,0.008,0.32,161.2,13,2.9,1,33.64941406,-86.69174194,P23,24,P23L24,239,
240,07/06/2020 23:39:37.265,2.49158,3.138,0.968,0.008,0.57,80.8,17,0.5,1,33.65982437,-86.69422913,P23,25,P23L25,240,
241,07/06/2020 23:40:18.225,2.44673,3.0380000000000003,0.98,0.006999999999999999,0.525,31.9,15,1.9,1,33.65982437,-86.69422913,P23,26,P23L26,241,
242,07/06/2020 23:42:07.793,3.91488,1.702,0.868,0.001,1.991,34.6,14,3.3,1,33.65828323,-86.6955719,P23,27,P23L27,242,
243,07/07/2020 00:15:57.771,2.02321,-2.869,0.748,0.016,0.09,15.2,6,0.1,1,33.64917374,-86.68377686,P23,28,P23L28,243,
244,07/07/2020 00:18:42.635,2.39231,-2.9410000000000003,0.928,0.006,0.469,264.2,17,24.2,1,33.66172409,-86.68128204,P23,29,P23L29,244,
245,07/07/2020 00:21:07.019,1.96134,-5.655,0.758,0.016,0.033,123.2,7,0.2,1,33.65462494,-86.68274689,P23,30,P23L30,245,
246,06/15/2020 21:04:44.398,2.74653,16.602999999999998,0.9890000000000001,0.009000000000000001,0.6970000000000001,214.2,12,39.9,2,33.706867218,-86.58829498290001,P1,0,P1L0,246,
247,06/17/2020 02:27:42.558,2.56965,7.987999999999999,0.978,0.011000000000000001,0.545,270.4,23,5.2,3,33.749111175500005,-86.59404754639999,P1,1,P1L1,247,
248,06/17/2020 02:00:49.963,3.02435,12.001,0.992,0.009000000000000001,1.002,289.4,16,35.9,2,33.7056388855,-86.60827636719999,P1,2,P1L2,248,
249,06/17/2020 01:49:05.246,2.40117,4.734,0.9,0.006999999999999999,0.38299999999999995,87.6,17,3.1,2,33.6394462585,-86.6150360107,P1,3,P1L3,249,
250,06/15/2020 21:08:21.691,2.14998,14.175,0.8270000000000001,0.018000000000000002,0.128,244.3,17,1.6,1,33.7198867798,-86.5886993408,P1,4,P1L4,250,
251,06/15/2020 21:08:58.760,2.73588,21.070999999999998,0.9790000000000001,0.011000000000000001,0.7140000000000001,126.8,9,9.2,1,33.7231674194,-86.58470153809998,P1,5,P1L5,251,
252,06/15/2020 21:29:51.521,2.1482,3.766,0.752,0.013000000000000001,0.11199999999999999,188.9,13,1.3,1,33.7465629578,-86.6012039185,P1,6,P1L6,252,
253,06/15/2020 21:46:01.761,2.1899599999999997,5.033,0.8220000000000001,0.01,0.139,155.1,20,0.8,1,33.7381477356,-86.61298370360001,P1,7,P1L7,253,
254,06/16/2020 02:06:35.681,2.26132,5.396,0.777,0.01,0.19699999999999998,259.2,13,4.3,1,33.6583709717,-86.6431427002,P1,8,P1L8,254,
255,06/16/2020 02:12:04.692,2.23628,4.716,0.8340000000000001,0.009000000000000001,0.183,151.2,9,2.2,1,33.6978912354,-86.6127243042,P1,9,P1L9,255,
256,06/16/2020 02:41:57.000,2.1846200000000002,5.727,0.7559999999999999,0.013999999999999999,0.16,161.6,8,2.8,1,33.7488899231,-86.59441375729998,P1,10,P1L10,256,
257,06/17/2020 02:00:12.075,2.2156599999999997,4.801,0.877,0.011000000000000001,0.19399999999999998,276.4,18,6.0,1,33.7030258179,-86.6026306152,P1,11,P1L11,257,
258,06/17/2020 21:02:16.038,2.80302,10.823,0.9940000000000001,0.008,0.8340000000000001,300.7,17,18.6,8,33.705646514899996,-86.6083221436,P2,0,P2L0,258,
259,06/16/2020 23:26:07.608,4.53517,34.047,0.997,0.008,2.48,227.6,14,59.0,3,33.706840515100005,-86.58834838870001,P3,0,P3L0,259,
260,06/16/2020 23:23:41.176,2.56805,20.315,0.945,0.009000000000000001,0.544,172.9,10,19.1,2,33.705604553200004,-86.60794830319998,P3,1,P3L1,260,
261,06/15/2020 23:27:51.048,2.2513900000000002,12.802999999999999,0.838,0.013999999999999999,0.221,170.8,13,3.0,1,33.7030982971,-86.60285186770002,P3,2,P3L2,261,
262,06/16/2020 00:10:45.076,2.30605,4.166,0.9009999999999999,0.008,0.301,235.6,14,4.3,1,33.7029800415,-86.5475158691,P3,3,P3L3,262,
263,06/16/2020 23:27:12.222,2.50858,18.8,0.981,0.011000000000000001,0.455,197.8,19,2.6,1,33.7075042725,-86.5873947144,P3,4,P3L4,263,
264,06/16/2020 23:44:16.836,2.0527599999999997,4.261,0.7490000000000001,0.008,0.038,31.8,5,0.1,1,33.6796417236,-86.5649337769,P3,5,P3L5,264,
265,06/16/2020 23:50:59.780,3.65674,8.187000000000001,0.9470000000000001,0.002,1.6230000000000002,90.6,17,8.7,1,33.6780014038,-86.5537109375,P3,6,P3L6,265,
266,06/16/2020 23:54:01.131,2.17194,5.9079999999999995,0.765,0.01,0.149,55.7,7,0.5,1,33.682209014899996,-86.5501480103,P3,7,P3L7,266,
267,06/17/2020 00:05:51.684,2.42073,4.098,0.9309999999999999,0.005,0.415,134.5,28,3.0,1,33.695903778099996,-86.54203033450001,P3,8,P3L8,267,
268,06/17/2020 22:13:52.025,2.05068,6.981,0.752,0.017,0.07200000000000001,95.2,6,0.7,1,33.7041282654,-86.60369873049999,P3,9,P3L9,268,
269,06/17/2020 23:55:27.283,2.5956,10.765999999999998,0.9620000000000001,0.011000000000000001,0.596,323.2,36,16.6,4,33.7074241638,-86.5874023438,P4,0,P4L0,269,
270,06/16/2020 00:22:28.974,2.16846,4.596,0.821,0.011000000000000001,0.16899999999999998,278.5,18,2.4,2,33.7173080444,-86.57537841799999,P4,1,P4L1,270,
271,06/18/2020 00:18:32.857,2.7688,17.680999999999994,0.983,0.011000000000000001,0.7809999999999999,286.9,22,87.3,5,33.7242889404,-86.56175994870001,P4,2,P4L2,271,
272,06/17/2020 23:57:29.139,2.85338,18.597,0.993,0.015,0.841,268.2,15,19.1,5,33.7183189392,-86.57409667969999,P4,3,P4L3,272,
273,06/16/2020 00:45:24.513,2.2827900000000003,10.001,0.865,0.01,0.261,339.0,19,5.3,4,33.7110328674,-86.58288574219999,P4,4,P4L4,273,
274,06/17/2020 23:47:54.060,3.62448,31.448,0.996,0.013999999999999999,1.6019999999999999,134.5,8,44.9,3,33.7068328857,-86.58834075930002,P4,5,P4L5,274,
275,06/17/2020 00:50:12.753,2.5037599999999998,8.729,0.97,0.01,0.461,116.2,8,7.4,1,33.706977844200004,-86.58812713620001,P4,6,P4L6,275,
276,06/16/2020 00:21:27.534,2.08739,2.5780000000000003,0.784,0.016,0.09,121.2,8,0.8,1,33.711578369099996,-86.5820770264,P4,7,P4L7,276,
277,06/17/2020 00:25:57.752,2.1313400000000002,6.7620000000000005,0.898,0.021,0.109,140.2,24,1.0,1,33.7183456421,-86.5688323975,P4,8,P4L8,277,
278,06/17/2020 00:47:30.449,2.42948,7.7929999999999975,0.9390000000000001,0.008,0.386,241.5,14,6.6,1,33.714099884,-86.57884216309998,P4,9,P4L9,278,
279,06/17/2020 23:58:14.195,2.17288,10.387,0.838,0.023,0.14800000000000002,174.3,11,1.8,1,33.7216072083,-86.5675125122,P4,10,P4L10,279,
280,06/18/2020 00:10:41.715,2.0527900000000003,11.107999999999999,0.836,0.026000000000000002,0.085,78.3,7,0.8,1,33.7389755249,-86.58006286620001,P4,11,P4L11,280,
281,06/18/2020 00:15:53.113,2.0055,8.86,0.754,0.022000000000000002,0.021,57.1,6,0.1,1,33.7279701233,-86.5555725098,P4,12,P4L12,281,
282,06/19/2020 02:37:50.603,2.6137,7.085,0.951,0.006999999999999999,0.584,330.5,23,20.2,4,33.6978263855,-86.6127853394,P5,0,P5L0,282,
283,06/25/2020 01:16:45.926,3.7298400000000003,24.057,0.998,0.009000000000000001,1.849,175.7,18,30.2,4,33.6909637451,-86.6266479492,P5,1,P5L1,283,
284,06/19/2020 01:51:40.683,3.26671,13.995999999999999,0.938,0.002,1.247,212.1,20,28.9,4,33.690410614,-86.6292114258,P5,2,P5L2,284,
285,06/20/2020 02:14:02.932,2.41458,18.032,0.95,0.01,0.41600000000000004,221.2,20,12.6,3,33.6895523071,-86.6210327148,P5,3,P5L3,285,
286,06/20/2020 01:51:39.444,2.8884,8.174,0.973,0.006999999999999999,0.88,182.4,25,25.4,5,33.6844978333,-86.6179122925,P5,4,P5L4,286,
287,06/19/2020 02:29:41.643,3.19447,17.968,0.991,0.006999999999999999,1.158,264.0,29,72.6,1,33.684677124000004,-86.6179351807,P5,5,P5L5,287,
288,06/25/2020 01:13:27.168,2.12683,11.51,0.848,0.012,0.249,227.4,14,4.5,2,33.6942176819,-86.6166305542,P5,6,P5L6,288,
289,06/24/2020 23:41:24.838,3.4415400000000003,9.604,0.998,0.008,1.5390000000000001,190.6,22,12.9,2,33.6829948425,-86.6209564209,P5,7,P5L7,289,
290,06/25/2020 01:07:42.796,2.35925,5.775,0.93,0.006999999999999999,0.48200000000000004,255.1,17,13.9,2,33.7055854797,-86.6078643799,P5,8,P5L8,290,
291,06/18/2020 01:18:14.604,2.32032,11.298,0.809,0.006,0.336,193.6,11,6.9,1,33.6775093079,-86.6310119629,P5,9,P5L9,291,
292,06/19/2020 01:44:10.123,2.06986,14.195,0.835,0.006999999999999999,0.057,119.7,7,0.6,1,33.6974105835,-86.6135559082,P5,10,P5L10,292,
293,06/19/2020 02:38:03.915,2.05878,2.903,0.77,0.023,0.028999999999999998,65.5,5,0.2,1,33.698505401599995,-86.61100769040002,P5,11,P5L11,293,
294,06/20/2020 01:24:46.542,2.10881,15.207,0.8059999999999999,0.006,0.067,120.3,7,1.0,1,33.6689414978,-86.6359481812,P5,12,P5L12,294,
295,06/20/2020 02:02:46.376,2.1151400000000002,9.096,0.774,0.009000000000000001,0.10400000000000001,155.4,8,1.2,1,33.6934928894,-86.6173019409,P5,13,P5L13,295,
296,06/20/2020 02:16:18.408,2.10019,12.167,0.753,0.006999999999999999,0.075,93.9,5,0.6,1,33.6712226868,-86.63521575930002,P5,14,P5L14,296,
297,06/24/2020 23:27:28.640,1.9983099999999998,4.6530000000000005,0.924,0.021,0.122,7.4,21,0.1,1,33.6399497986,-86.61437988280001,P5,15,P5L15,297,
298,06/25/2020 00:33:42.374,1.96071,9.872,0.8340000000000001,0.013000000000000001,0.087,67.3,9,0.1,1,33.673500061,-86.58868408200001,P5,16,P5L16,298,
299,06/25/2020 00:53:31.545,3.6244,7.183,0.991,0.005,1.7309999999999999,193.9,17,52.6,1,33.7130889893,-86.62196350100002,P5,17,P5L17,299,
300,06/25/2020 01:08:09.420,2.20151,7.521,0.9309999999999999,0.015,0.324,311.9,20,9.9,1,33.7045898438,-86.60411071780001,P5,18,P5L18,300,
301,06/25/2020 01:09:39.532,2.34553,13.277000000000001,0.914,0.01,0.444,246.2,17,4.2,1,33.6985664368,-86.6089859009,P5,19,P5L19,301,
302,06/25/2020 01:14:13.350,2.22912,11.681,0.9420000000000001,0.01,0.35200000000000004,189.3,12,5.4,1,33.6903305054,-86.62141418459998,P5,20,P5L20,302,
303,06/25/2020 01:18:03.750,1.9334,7.754,0.765,0.011000000000000001,0.05,43.0,5,0.1,1,33.6913452148,-86.6287002563,P5,21,P5L21,303,
304,06/25/2020 01:27:50.707,1.9201099999999998,-1.2770000000000001,0.721,0.009000000000000001,0.044000000000000004,79.1,5,0.3,1,33.688621521,-86.6217041016,P5,22,P5L22,304,
305,06/25/2020 01:31:50.425,2.32998,0.83,0.8959999999999999,0.006999999999999999,0.446,207.0,11,9.3,1,33.658447265599996,-86.64303588870001,P5,23,P5L23,305,
306,06/18/2020 21:55:57.912,3.18749,18.708,0.972,0.004,1.171,151.0,13,19.9,4,33.5919189453,-86.61302185059998,P58,0,P58L0,306,
307,06/23/2020 23:33:00.673,2.28919,10.099,0.818,0.005,0.23800000000000002,89.3,10,2.0,2,33.606735229499996,-86.60425567629999,P58,1,P58L1,307,
308,06/24/2020 00:12:10.958,3.5331099999999998,15.185,0.985,0.006,1.5630000000000002,237.1,21,27.4,2,33.6048622131,-86.59889221190002,P58,2,P58L2,308,
309,06/19/2020 22:05:47.214,2.15446,15.105,0.82,0.016,0.098,103.4,11,0.7,1,33.6095046997,-86.60062408450001,P58,3,P58L3,309,
310,06/19/2020 22:07:38.830,2.19023,13.95,0.7559999999999999,0.008,0.134,91.4,8,0.5,1,33.6086540222,-86.60375976559997,P58,4,P58L4,310,
311,06/23/2020 23:31:12.027,2.19814,8.16,0.7659999999999999,0.021,0.19699999999999998,16.5,5,0.3,1,33.6110038757,-86.6045608521,P58,5,P58L5,311,
312,06/23/2020 23:38:56.001,2.07295,-1.926,0.818,0.006,0.031,84.5,5,0.1,1,33.6030387878,-86.6070022583,P58,6,P58L6,312,
313,06/23/2020 23:41:35.745,2.29187,-0.589,0.9520000000000001,0.005,0.305,214.4,19,6.7,1,33.592617034899995,-86.6121902466,P58,7,P58L7,313,
314,06/23/2020 23:53:04.078,2.10533,6.5329999999999995,0.735,0.005,0.14300000000000002,58.2,5,0.9,1,33.591182708699996,-86.61340332030001,P58,8,P58L8,314,
315,06/23/2020 23:56:38.094,2.47836,8.005,0.95,0.005,0.516,220.3,18,7.4,1,33.5971870422,-86.6085357666,P58,9,P58L9,315,
316,06/24/2020 00:03:16.430,2.1526099999999997,4.2989999999999995,0.8320000000000001,0.015,0.19399999999999998,111.5,8,1.5,1,33.6019020081,-86.6085891724,P58,10,P58L10,316,
317,06/19/2020 00:30:36.683,2.39763,-2.3040000000000003,0.95,0.009000000000000001,0.445,268.1,18,14.0,2,33.64585495,-86.59155273440003,P59,0,P59L0,317,
318,06/25/2020 02:05:38.867,2.28442,9.652000000000001,0.825,0.006,0.392,259.7,13,8.2,5,33.671546936,-86.6351318359,P7,0,P7L0,318,
319,06/29/2020 23:19:02.739,4.0441199999999995,14.092,0.987,0.003,2.137,245.3,16,35.4,3,33.6924552917,-86.63954925540001,P8,0,P8L0,319,
320,06/25/2020 03:27:08.467,2.99605,4.035,0.9540000000000001,0.004,1.048,152.9,10,16.7,1,33.696857452399996,-86.63277435299999,P8,1,P8L1,320,
321,06/25/2020 03:42:18.598,2.32239,4.191,0.968,0.012,0.415,114.1,11,4.4,1,33.6903953552,-86.6214294434,P8,2,P8L2,321,
322,06/26/2020 23:21:07.857,1.9200700000000002,-0.3670000000000001,0.9640000000000001,0.011000000000000001,0.013000000000000001,2331.7,7,0.1,1,33.7040596008,-86.63954925540001,P8,3,P8L3,322,
323,06/26/2020 23:42:12.497,2.07599,1.364,0.865,0.013999999999999999,0.147,115.7,13,1.7,1,33.6921081543,-86.64331817629999,P8,4,P8L4,323,
324,06/26/2020 23:42:48.337,2.03697,0.055999999999999994,0.868,0.012,0.081,64.3,10,0.2,1,33.691570282,-86.6433334351,P8,5,P8L5,324,
325,06/26/2020 23:55:28.657,2.00434,3.137,0.8009999999999999,0.022000000000000002,0.068,44.6,6,0.2,1,33.696182250999996,-86.63804626459999,P8,6,P8L6,325,
326,06/26/2020 23:56:32.145,2.2787,4.2810000000000015,0.779,0.006999999999999999,0.342,131.0,10,6.5,1,33.694667816199996,-86.6369247437,P8,7,P8L7,326,
327,06/26/2020 23:57:03.889,2.32294,4.69,0.8079999999999999,0.006,0.387,174.2,13,20.8,1,33.6957893372,-86.6384048462,P8,8,P8L8,327,
328,06/26/2020 23:58:00.209,2.61741,6.9479999999999995,0.951,0.005,0.677,148.4,14,6.6,1,33.701000213600004,-86.6352767944,P8,9,P8L9,328,
329,06/29/2020 22:54:52.345,1.98785,8.56,0.7759999999999999,0.006,0.08900000000000001,109.6,8,0.8,1,33.708461761500004,-86.63257598879999,P8,10,P8L10,329,
330,06/29/2020 23:18:16.659,2.87879,13.404000000000002,0.9790000000000001,0.006999999999999999,0.972,152.9,11,13.2,1,33.6963806152,-86.6339035034,P8,11,P8L11,330,
331,06/30/2020 01:48:04.000,2.32648,3.071,0.82,0.005,0.42100000000000004,180.8,16,5.9,2,33.679908752399996,-86.68516540530001,P10,0,P10L0,331,
332,06/30/2020 01:56:21.664,3.4428199999999998,3.208,0.792,0.001,1.545,113.5,20,18.7,5,33.679046630900004,-86.68600463870001,P10,1,P10L1,332,
333,07/01/2020 23:54:36.584,2.68749,12.03,0.968,0.008,0.6920000000000001,291.5,18,13.9,2,33.6812705994,-86.6786270142,P10,2,P10L2,333,
334,07/01/2020 23:25:29.537,2.91359,1.776,0.945,0.003,0.977,186.5,22,15.4,3,33.679237365700004,-86.68668365479998,P10,3,P10L3,334,
335,06/30/2020 01:48:58.272,2.40686,3.5660000000000003,0.898,0.006,0.496,121.1,13,4.1,1,33.6829223633,-86.6898651123,P10,4,P10L4,335,
336,06/30/2020 22:02:21.534,1.90251,5.02,0.753,0.02,0.01,50.1,5,0.1,1,33.67735672,-86.6866531372,P10,5,P10L5,336,
337,07/01/2020 23:08:38.747,1.93595,3.7910000000000004,0.856,0.027000000000000003,0.016,140.2,8,0.0,1,33.6415672302,-86.62420654299999,P10,6,P10L6,337,
338,07/01/2020 23:10:20.123,2.20191,8.187999999999999,0.9209999999999999,0.008,0.301,423.1,23,20.8,1,33.6508865356,-86.6361694336,P10,7,P10L7,338,
339,07/01/2020 23:11:36.104,1.9455900000000002,8.339,0.7979999999999999,0.027000000000000003,0.045,96.5,7,0.4,1,33.6545562744,-86.6474304199,P10,8,P10L8,339,
340,07/01/2020 23:11:54.536,2.39397,10.913,0.94,0.006,0.493,208.4,13,18.1,1,33.6542701721,-86.6504211426,P10,9,P10L9,340,
341,07/01/2020 23:12:18.088,2.0335099999999997,9.127,0.762,0.011000000000000001,0.132,180.2,10,3.2,1,33.6532211304,-86.6543502808,P10,10,P10L10,341,
342,07/01/2020 23:12:46.862,1.9927,10.037,0.934,0.02,0.092,313.5,16,4.7,1,33.6538734436,-86.65957641600002,P10,11,P10L11,342,
343,07/01/2020 23:13:06.318,1.98863,9.98,0.777,0.009000000000000001,0.078,109.7,6,1.3,1,33.6564674377,-86.6615447998,P10,12,P10L12,343,
344,07/01/2020 23:13:43.182,1.96628,9.591000000000001,0.877,0.013000000000000001,0.051,149.7,8,1.2,1,33.6621551514,-86.6637268066,P10,13,P10L13,344,
345,07/01/2020 23:14:24.142,2.32499,13.232999999999999,0.986,0.012,0.41,187.4,11,11.6,1,33.6684570312,-86.66539001459999,P10,14,P10L14,345,
346,07/01/2020 23:15:51.182,2.01792,5.474,0.943,0.028999999999999998,0.08800000000000001,176.5,11,1.9,1,33.6786689758,-86.67281341549999,P10,15,P10L15,346,
347,07/01/2020 23:16:34.292,2.52714,5.37,0.965,0.008,0.597,356.8,24,25.9,1,33.6814460754,-86.6792755127,P10,16,P10L16,347,
348,07/01/2020 23:17:34.708,1.97518,-0.7040000000000001,0.75,0.017,0.045,63.1,6,0.2,1,33.684677124000004,-86.6826782227,P10,17,P10L17,348,
349,07/01/2020 23:18:39.220,2.1739599999999997,-2.173,0.8759999999999999,0.006999999999999999,0.245,286.1,20,4.7,1,33.6776390076,-86.6813735962,P10,18,P10L18,349,
350,07/01/2020 23:44:25.256,2.0718099999999997,0.688,0.7340000000000001,0.012,0.092,0.7,5,0.0,1,33.6673316956,-86.683883667,P10,19,P10L19,350,
351,07/02/2020 01:19:13.371,3.86984,9.888,0.9440000000000001,0.002,1.874,176.8,13,48.6,2,33.6864128113,-86.6763153076,P11,0,P11L0,351,
352,07/02/2020 22:15:10.544,2.58065,3.426,0.915,0.005,0.669,111.1,13,6.5,2,33.684932708699996,-86.6708450317,P11,1,P11L1,352,
353,07/02/2020 21:33:06.179,2.33921,13.067,0.9259999999999999,0.015,0.263,7.4,19,0.3,2,33.6953315735,-86.6826248169,P11,2,P11L2,353,
354,07/02/2020 22:41:13.372,2.32599,14.424000000000001,0.976,0.017,0.39799999999999996,165.1,18,7.9,2,33.6964225769,-86.6801986694,P11,3,P11L3,354,
355,06/30/2020 23:55:33.931,2.00158,-1.9369999999999998,0.76,0.003,0.11800000000000001,80.1,7,0.8,1,33.6859588623,-86.6762008667,P11,4,P11L4,355,
356,07/02/2020 00:35:04.590,2.06792,9.448,0.797,0.023,0.07200000000000001,84.9,9,0.6,1,33.6961479187,-86.67980957030001,P11,5,P11L5,356,
357,07/02/2020 21:57:29.577,2.0669999999999997,1.66,0.7979999999999999,0.023,0.10099999999999999,16.8,5,0.1,1,33.687118530300005,-86.6842422485,P11,6,P11L6,357,
358,07/02/2020 22:01:10.864,2.30327,0.746,0.778,0.006999999999999999,0.337,61.2,6,5.9,1,33.6887054443,-86.684715271,P11,7,P11L7,358,
359,07/02/2020 22:22:45.302,2.83053,9.992,0.9420000000000001,0.004,0.905,195.7,13,15.2,1,33.6875419617,-86.6772613525,P11,8,P11L8,359,
360,07/01/2020 01:03:28.734,2.6281,1.089,0.948,0.005,0.7090000000000001,118.5,16,6.0,2,33.6653785706,-86.6776885986,P22,0,P22L0,360,
361,07/01/2020 01:25:43.211,4.53187,16.727,0.998,0.006,2.611,214.9,26,39.5,4,33.654586791999996,-86.68054199219999,P22,1,P22L1,361,
362,07/02/2020 02:16:04.212,2.48753,14.481,0.932,0.006999999999999999,0.44,193.6,20,4.5,2,33.6621894836,-86.6757049561,P22,2,P22L2,362,
363,07/06/2020 22:38:32.267,2.17706,1.963,0.8059999999999999,0.008,0.258,56.5,12,0.9,2,33.6493339539,-86.6837615967,P22,3,P22L3,363,
364,07/01/2020 00:46:02.820,2.47609,6.184,0.9740000000000001,0.013000000000000001,0.3720000000000001,162.6,17,3.0,1,33.6663017273,-86.665725708,P22,4,P22L4,364,
365,07/01/2020 00:54:00.209,2.0059299999999998,-2.254,0.868,0.008,0.075,62.5,8,0.2,1,33.669033050500005,-86.6750564575,P22,5,P22L5,365,
366,07/01/2020 01:17:36.606,1.97154,0.37799999999999995,0.825,0.028999999999999998,0.057,46.0,5,0.3,1,33.6644859314,-86.67297363280001,P22,6,P22L6,366,
367,07/01/2020 01:43:01.035,2.13461,8.038,0.755,0.008,0.193,92.8,5,1.2,1,33.6559486389,-86.6826477051,P22,7,P22L7,367,
368,07/01/2020 01:43:05.131,1.9631599999999998,7.188,0.74,0.008,0.022000000000000002,110.7,6,0.0,1,33.6552848816,-86.6826934814,P22,8,P22L8,368,
369,07/02/2020 02:02:50.408,2.1091,9.482000000000001,0.7240000000000001,0.012,0.031,40.6,5,0.2,1,33.66614151,-86.6745834351,P22,9,P22L9,369,
370,07/02/2020 02:12:06.644,2.67883,14.883,0.9279999999999999,0.008,0.6829999999999999,75.1,11,1.8,1,33.6613693237,-86.6731948853,P22,10,P22L10,370,
371,07/06/2020 21:38:55.947,1.8626200000000002,5.0760000000000005,0.9329999999999999,0.015,0.006,3480.1,7,0.1,1,33.682636261,-86.6820068359,P22,11,P22L11,371,
372,07/06/2020 21:41:22.379,2.19645,9.514,0.892,0.009000000000000001,0.348,397.3,19,9.2,1,33.6771812439,-86.6814880371,P22,12,P22L12,372,
